tconst	averageRating	numVotes
tt5561726	8.5	7
tt5568922	4.7	50
tt5570598	9.2	154
tt5574086	8.1	12
tt5596646	5.0	1124
tt5598192	7.7	4977
tt5602308	8.6	94
tt5606394	7.5	204
tt5609480	6.3	6
tt5612212	6.9	664
tt5617526	7.8	8
tt5633924	3.9	224
tt5636378	7.4	99
tt5638364	9.1	143
tt5644718	6.0	8
tt5646248	7.1	9
tt5650542	7.1	10
tt5651302	5.5	89
tt5659248	7.0	403
tt5665418	7.6	4153
tt5671912	3.8	16
tt5691046	9.4	23
tt5694634	9.2	15
tt5706484	7.0	21
tt5733018	4.7	82
tt5734106	8.1	400
tt5734460	6.8	90
tt5743796	8.4	49075
tt5756750	8.2	60
tt5762426	8.0	8
tt5769618	7.4	272
tt5770076	9.5	77
tt5793764	6.6	90
tt5798250	6.5	52
tt5805100	8.6	2685
tt5805288	7.4	19
tt5822916	8.0	44
tt5832098	4.2	113
tt5838610	8.2	80
tt5851616	8.9	10862
tt5863436	8.4	14
tt5864184	7.9	387
tt5868158	5.8	16
tt5868898	6.2	11
tt5873366	5.9	81
tt5902010	8.2	20
tt5902454	8.6	18
tt5903724	7.3	176
tt5919474	6.1	113
tt5930042	6.4	262
tt5955622	6.3	84
tt5973002	6.2	16
tt5989884	5.5	29
tt5995634	5.6	566
tt6006706	7.9	29
tt6010708	3.8	28
tt6018248	8.3	222
tt6019536	5.5	14
tt6033780	6.7	11
tt6039060	2.4	9
tt6052530	6.4	163
tt6053742	9.2	41
tt6061336	7.4	73
tt6062722	6.8	16
tt6064134	5.3	124
tt6079604	8.5	479
tt6088196	8.5	16
tt6091552	4.4	449
tt6098952	8.3	1777
tt6099850	5.4	10
tt6118178	6.3	67
tt6127996	7.9	46
tt6130866	7.7	263
tt6134994	7.3	13
tt6137286	5.3	29
tt6183700	7.2	25
tt6183736	7.2	169
tt6186030	7.3	300
tt6215002	6.6	61
tt6215164	7.5	682
tt6216702	7.9	88
tt6217154	2.4	194
tt6229766	4.7	65
tt6238614	4.5	4445
tt6240446	9.0	660
tt6255580	7.2	37
tt6268308	5.9	12
tt6274184	7.0	244
tt6282096	7.2	61
tt6297884	2.1	261
tt6297952	9.3	280
tt6316634	8.7	7
tt6329790	8.3	490
tt6334758	8.0	130
tt6340544	5.9	90
tt6341900	5.0	92
tt6352640	8.4	7
tt6353592	5.0	122
tt6368552	6.0	24
tt6382320	2.4	10
tt6390034	7.4	24
tt6397930	4.4	7
tt6398232	7.2	7756
tt6402052	6.4	22
tt6408094	5.9	18
tt6409156	6.9	75
tt6410230	7.2	8
tt6412982	9.0	13
tt6428202	7.7	15
tt6439752	8.4	37479
tt6451036	8.0	130
tt6457530	7.5	12
tt6461440	8.5	107
tt6466972	5.8	1775
tt6471838	7.8	15
tt6473028	5.3	19
tt6482302	8.6	14
tt6482686	5.0	428
tt6491428	7.3	328
tt6493630	7.2	20
tt6512978	7.5	20
tt6546344	8.5	7
tt6555150	7.4	15
tt6556992	8.3	2531
tt6558110	7.9	110
tt6558936	8.5	40
tt6577706	7.5	13
tt6585100	5.7	294
tt6608736	5.9	9
tt6610786	5.2	23
tt6611034	8.0	11
tt6614936	8.9	26
tt6619598	6.9	15
tt6631398	8.2	801
tt6631966	6.3	245
tt6656762	8.0	16
tt6660204	6.9	9
tt6663476	4.3	587
tt6667152	8.3	15
tt6669116	6.2	21
tt6703498	6.9	41
tt6708866	8.0	11
tt6713768	6.6	150
tt6715096	9.0	8
tt6763662	5.0	25
tt6769314	5.0	9
tt6805798	8.0	30
tt6814630	4.4	324
tt6819414	5.2	19
tt6834214	7.8	34
tt6835576	8.3	23
tt6846190	6.0	63
tt6853288	4.2	53
tt6854902	7.6	1006
tt6863368	8.0	66
tt6865764	6.7	23
tt6926286	5.6	16
tt6938018	7.6	11
tt6938094	6.3	148
tt6973542	4.2	24
tt6976178	7.4	102
tt6977714	8.1	15
tt6992876	6.6	363
tt6994570	7.7	100
tt7006666	5.0	184
tt7017872	9.2	934
tt7030950	9.2	17
tt7050978	5.8	162
tt7093458	7.1	42
tt7094632	6.4	86
tt7099334	7.9	6646
tt7106736	1.9	17
tt7112704	2.4	3769
tt7124904	5.2	181
tt7147670	2.3	1430
tt7151780	6.5	21
tt7156778	5.0	25
tt7165904	7.6	3719
tt7167640	8.5	19
tt7171652	6.1	28
tt7178294	5.3	26
tt7178298	7.8	249
tt7199778	6.2	41
tt7209352	6.9	9
tt7222902	8.5	1077
tt7228428	7.8	14
tt7237764	7.8	17
tt7238852	7.2	24
tt7239892	7.3	49
tt7258180	7.7	16
tt7278846	7.8	13
tt7279130	6.1	11
tt7280746	7.3	770
tt7284466	7.0	232
tt7322584	8.6	7
tt7331900	4.5	15
tt7336664	3.6	50
tt7353808	3.5	32
tt7370554	8.8	78
tt7380262	7.3	82
tt7383524	7.7	17
tt7385380	6.2	6
tt7390596	3.7	961
tt7401524	8.1	1129
tt7410298	4.4	13
tt7414406	7.6	15324
tt7414430	6.0	107
tt7416050	2.9	13
tt7418522	6.1	11
tt7420698	8.4	249
tt7428026	7.1	21
tt7439928	4.9	51
tt7444916	5.2	42
tt7446086	7.7	260
tt7448208	6.6	13
tt7451496	6.2	11
tt7453862	7.2	295
tt7456390	8.1	597
tt7493006	8.3	72
tt7499180	7.6	9
tt7509964	4.0	455
tt7532796	9.1	19
tt7533276	7.0	67
tt7584958	7.0	321
tt7588716	6.9	29
tt7592742	7.2	180
tt7596168	8.3	10
tt7604546	5.6	42
tt7619768	9.1	9
tt7624596	4.0	145
tt7640226	7.9	10
tt7643936	5.4	46
tt7657494	2.6	56
tt7658488	9.1	11
tt7661932	6.7	1824
tt7662326	7.4	16
tt7663894	4.6	11
tt7668234	7.6	28
tt7683162	7.8	42
tt7702906	8.0	668
tt7715448	7.0	12
tt7736544	7.6	7663
tt7745218	7.6	19
tt7781460	7.7	39
tt7790776	7.9	2374
tt7817338	8.0	162
tt7845038	7.0	6
tt7877780	4.4	529
tt7905416	7.8	21
tt7909224	5.5	7
tt7915114	4.6	173
tt7915124	6.7	180
tt7923036	4.9	11
tt7938046	6.1	36
tt7944260	6.4	2305
tt7955354	8.3	7
tt7956684	7.2	119
tt7961556	6.2	7
tt7973020	7.6	11
tt7978240	7.5	55
tt7983796	3.4	129
tt7984756	9.4	6
tt7987534	8.1	17
tt7989888	4.6	20
tt7993422	6.9	12
tt7997010	8.6	100
tt7998102	6.6	64
tt7999322	8.6	74
tt8000710	8.2	10
tt8010770	7.8	6
tt8031636	7.4	6
tt8036978	8.6	69
tt8041658	7.5	1917
tt8056962	8.7	29
tt8063738	7.9	56
tt8082884	6.6	10
tt8090630	5.8	90
tt8101930	6.1	69
tt8111772	8.2	5
tt8120306	8.0	21
tt8134760	5.0	48
tt8163874	5.3	262
tt8171352	5.8	20
tt8174972	5.0	20
tt8187314	8.5	21
tt8205262	7.9	20
tt8240188	7.0	213
tt8258626	5.7	29
tt8261544	7.6	47
tt8262846	3.8	12
tt8286786	8.4	35
tt8290658	6.0	249
tt8299402	6.2	32
tt8300324	7.3	5369
tt8306978	6.9	16
tt8310332	6.5	22
tt8319644	6.5	608
tt8363486	9.3	35
tt8386744	8.6	88
tt8388138	6.6	24
tt8409970	7.6	1564
tt8420604	4.8	101
tt8421006	9.0	5
tt8434692	8.4	19
tt8435332	8.9	157
tt8442956	6.8	10
tt8461116	8.7	34
tt8466842	8.5	34
tt8477610	7.2	48
tt8483276	6.7	51
tt8489522	7.0	21
tt8523160	9.0	60
tt8528294	8.6	26
tt8537520	3.8	751
tt8569130	7.7	46
tt8571524	5.2	61
tt8572232	8.6	2138
tt8590126	6.6	38
tt8591668	4.9	13
tt8609142	6.2	5
tt8612956	7.4	9
tt8614244	6.9	194
tt8633432	7.4	42
tt8638066	3.2	1449
tt8652648	8.3	22
tt8661502	6.0	28
tt8667016	8.9	129
tt8670332	7.4	42
tt8676266	7.3	20
tt8678054	5.7	160
tt8682186	8.1	613
tt8682874	7.1	69
tt8710622	7.7	73
tt8733228	8.5	41
tt8740534	8.0	105
tt8747458	8.7	51
tt8780098	6.9	29
tt8784032	7.6	11
tt8806156	8.0	187
tt8819906	5.3	2098
tt8849484	7.8	10
tt8852574	8.2	37
tt8854752	9.0	13
tt8861374	8.7	61
tt8866654	7.2	130
tt8883410	7.9	22
tt8883922	4.9	115
tt8884460	7.1	150
tt8943942	1.0	1331
tt8960568	7.3	136
tt8961296	7.0	48
tt8974638	8.9	21
tt8986256	6.6	116
tt8991832	5.7	7
tt8994152	8.9	11
tt8996230	6.2	12
tt8998028	4.6	17
tt8998380	7.5	7
tt9004294	8.1	64
tt9012618	7.9	12
tt9018822	4.7	12
tt9025180	8.5	90
tt9044932	8.3	314
tt9064400	7.2	76
tt9083210	4.6	13
tt9105386	3.9	10
tt9108232	7.4	20
tt9111220	7.4	4669
tt9114554	6.6	8
tt9122526	6.6	1155
tt9133456	8.4	5
tt9148038	5.8	8
tt9151310	6.2	54
tt9159144	8.7	4228
tt9165176	8.4	59
tt9165462	5.8	1872
tt9168988	9.4	216
tt9194034	6.6	275
tt9206770	9.1	842
tt9218134	8.4	60
tt9244564	9.0	31
tt9247818	4.8	174
tt9253782	8.1	53
tt9278386	8.7	106
tt9307028	6.5	509
tt9319256	8.6	154
tt9324736	5.5	6
tt9359526	8.8	108
tt9458150	8.6	14
tt9458840	7.1	21
tt9480752	6.0	48
tt9480916	9.2	323
tt9485336	5.2	7
tt9495410	7.8	17
tt9497316	5.3	11
tt9547912	5.5	11
tt9551536	7.9	76
tt9558180	8.0	10
tt9585268	7.0	30
tt9589494	7.4	12
tt9594300	7.9	66
tt9636800	6.7	264
tt9642968	6.8	6
tt9646834	7.2	753
tt9652928	7.5	659
tt9666192	3.9	179
tt9680176	4.0	14
tt9681994	8.7	613
tt9707676	8.7	6
tt9756062	8.7	17
tt9759828	6.6	8
tt9760540	7.5	7
tt9776132	3.0	162
tt9816090	7.9	144
tt9826524	7.7	48
tt9835468	7.0	35
tt9843522	9.4	21
tt9847692	7.5	113
tt9860690	7.0	921
tt9879778	7.9	68
tt9885436	5.9	17
tt9890390	9.8	6
tt9894170	8.9	11
tt9916216	8.7	21
