tconst	averageRating	numVotes
tt11669196	5.5	87
tt11671144	4.7	295
tt1167357	6.6	40
tt11679580	6.7	47
tt1168672	6.0	36
tt1170040	7.2	29
tt1170244	4.1	1513
tt1170481	8.1	66
tt1170808	8.1	1505
tt1170842	7.7	1452
tt1170858	7.1	1087
tt11710778	7.6	31
tt11714246	4.8	10
tt11784978	6.8	6
tt11815494	8.7	8
tt11815656	6.5	11
tt11827352	3.4	553
tt11844982	8.1	56
tt1185950	7.9	337
tt11867650	7.6	1986
tt11872134	4.4	7
tt11874658	4.9	23
tt11884876	7.8	9
tt11896334	6.9	223
tt11905274	9.3	50
tt11925506	8.8	5
tt11947418	7.6	12966
tt11954606	4.4	10
tt11969160	9.2	44
tt11992498	7.8	15
tt12020622	6.8	13
tt12026652	5.5	401
tt12030058	6.4	55
tt12060778	8.8	31
tt12079212	7.3	2229
tt12092480	8.7	11
tt12105192	5.9	440
tt12116546	8.9	35
tt12123118	8.3	13
tt12139142	8.2	413
tt12142084	7.8	41
tt12145846	6.0	15
tt1215594	7.0	65
tt12157354	6.0	15
tt1216222	6.4	1854
tt12164062	8.2	21
tt1216434	4.0	102
tt12164342	4.2	1487
tt12174592	8.7	124
tt1217480	5.5	27
tt12176066	7.7	23
tt12176850	4.3	48
tt1219300	7.5	593
tt1220481	7.5	14
tt1221817	4.9	25
tt1222614	8.4	5777
tt12226696	7.2	70
tt12229540	6.9	21
tt12234884	7.7	66
tt12251982	6.2	109
tt12258710	8.0	6094
tt12272750	6.4	21
tt1227651	7.4	36
tt12276534	7.2	19
tt1229032	2.6	163
tt12291006	9.2	349
tt12292328	8.6	50
tt1229769	6.5	54
tt1229906	7.7	25
tt12299378	7.0	11
tt12299748	7.5	15
tt1230092	5.2	17
tt12307212	8.2	7
tt12312228	8.1	158
tt1231460	6.7	14073
tt1232212	7.7	21
tt12331650	8.5	7
tt12333696	7.3	27
tt1233562	9.1	103
tt12349938	7.3	13
tt12369030	9.3	19
tt12378132	7.4	6
tt1238850	7.8	104
tt1239083	4.3	231
tt1240984	6.0	27
tt1246514	7.6	11
tt12466764	9.3	10
tt12467534	6.5	7
tt1248465	8.1	11
tt1248515	9.0	957
tt12492186	7.8	11
tt12504168	6.3	352
tt12531904	9.2	7
tt12531964	6.7	22
tt12546564	6.6	38
tt12546734	5.4	6
tt12547152	5.7	110
tt1256413	8.1	1299
tt1257544	6.9	524
tt1257755	8.7	1121
tt12581016	8.0	6
tt12587340	1.3	132
tt12587386	3.0	9
tt12600500	4.0	24
tt12605548	6.5	483
tt12608698	5.7	7
tt1260966	7.2	25
tt1261096	6.6	10
tt12612774	2.7	106
tt12637954	7.2	13
tt12644388	7.1	12
tt12646646	5.3	37
tt1266000	4.4	24
tt12661310	9.1	462
tt1268929	9.2	5
tt12690356	5.0	94
tt12690824	7.3	8
tt1270710	7.3	87
tt1271991	5.4	37
tt12759180	8.0	60
tt1276485	7.2	47
tt12767320	5.8	8
tt1277647	7.5	41
tt1277975	6.4	219
tt12787732	7.3	640
tt12788574	8.2	8
tt12790734	4.8	7
tt1280627	6.0	2632
tt1280729	8.2	212
tt1281973	3.6	4321
tt12842890	7.8	55
tt12847824	8.1	95
tt12865064	7.8	214
tt12885410	9.3	58
tt1294972	4.2	5
tt1297029	5.5	23
tt1299047	3.6	236
tt1301884	7.6	21
tt1302430	7.1	17
tt1305424	7.0	26
tt13064200	8.1	38
tt13072882	7.8	17
tt13085534	4.1	1920
tt1309404	2.2	7
tt1314894	4.0	66
tt13179356	3.8	31
tt1319265	6.1	41
tt13210196	6.6	43
tt13212208	4.3	77
tt1324576	7.6	197
tt13261746	6.8	115
tt13280262	5.0	19
tt1328737	8.6	14
tt1328968	6.6	94
tt13300018	4.5	304
tt13315282	5.8	18
tt13338556	8.8	23
tt1333920	8.0	63
tt13357878	5.1	12
tt13358186	6.8	710
tt13362566	6.8	5
tt13364380	3.5	1674
tt13382488	7.5	137
tt13392064	5.7	107
tt13394544	7.6	4825
tt13397296	7.4	13
tt1340802	6.1	1029
tt13409050	9.2	11
tt1341586	7.6	693
tt13433440	5.0	59
tt1343863	7.5	162
tt1345155	6.4	21
tt13463778	6.5	1671
tt13464516	9.2	1723
tt13474734	7.0	161
tt1350434	7.3	16
tt13545614	6.8	34
tt1355144	6.2	114
tt1356383	6.4	34
tt13580834	8.7	117
tt13586680	3.7	41
tt1360071	5.6	155
tt1360087	3.3	299
tt1362996	5.7	171
tt13633896	9.5	2651
tt1365389	5.2	6
tt1365552	6.7	26
tt13659324	8.2	7
tt1367568	7.3	26
tt1367726	9.2	17
tt1368070	6.0	241
tt1369743	8.4	28
tt13702080	7.9	135
tt13705292	8.2	10
tt13717758	5.2	810
tt13727806	6.5	61
tt13736632	5.5	26
tt13743918	5.8	12
tt13763690	4.0	300
tt13764896	7.8	13
tt1376515	7.7	1277
tt13771814	7.1	40
tt13777138	7.7	385
tt13777486	1.6	7
tt13779362	6.2	54
tt13794010	7.7	55
tt13801590	8.5	12
tt1381214	7.5	31
tt1382157	8.3	558
tt13828422	8.5	75
tt13850522	5.9	102
tt13868474	9.2	25
tt13879990	7.0	231
tt13914146	7.4	474
tt1392026	4.2	136
tt13971732	8.7	9
tt1399045	5.5	23789
tt13998320	7.3	31
tt14022124	9.2	36
tt14022938	5.3	17
tt1404579	6.2	19
tt1405800	8.4	45
tt14074568	9.2	144
tt1407674	6.6	29
tt1408577	7.4	205
tt1409069	5.1	1513
tt14096170	4.0	21
tt14103320	7.9	9
tt14118188	6.3	603
tt14127740	6.2	8
tt1413926	6.5	39
tt14141642	8.1	13
tt1414416	8.2	534
tt14156722	6.0	13
tt14157366	8.6	8
tt1421009	5.4	84
tt14214796	6.9	51
tt14214952	4.5	732
tt1421722	4.2	5
tt1424036	6.8	39
tt14293152	7.0	9
tt14294416	9.5	53
tt14295890	7.8	25
tt14332734	6.3	11
tt1433870	8.2	4081
tt1434322	4.1	230
tt14352770	6.5	18
tt14354452	7.6	7
tt14361980	7.8	481
tt14364328	7.8	31
tt1439859	8.4	101
tt14401604	6.2	1814
tt1441005	3.3	176
tt1441404	5.4	401
tt1442550	7.7	11104
tt1442637	6.8	7
tt14433228	5.3	10
tt1443631	5.5	380
tt1444834	6.6	18
tt14454780	8.7	22
tt1445563	6.7	66
tt14469742	4.2	12
tt1448074	5.0	93
tt1450737	3.1	985
tt1453630	7.3	142
tt1454713	7.1	426
tt1454730	3.2	2827
tt1454765	6.9	27
tt1455546	3.7	12
tt14568878	4.4	64
tt14571682	8.6	29
tt1457729	7.2	77
tt14589006	6.8	22
tt1461349	4.1	141
tt14617030	6.0	10
tt1463146	8.7	9
tt1464382	6.8	72
tt14647318	6.8	10
tt1466501	7.9	8
tt14682792	4.5	135
tt1468806	7.8	1098
tt14695428	6.6	14
tt14721404	2.3	160
tt14721574	6.3	19
tt14778968	8.4	34
tt1479027	3.6	236
tt14796940	8.4	130
tt1480165	4.3	927
tt1481093	6.6	312
tt14845068	8.2	11
tt14852960	6.2	1999
tt1488698	7.2	425
tt1489508	6.4	240
tt14915340	6.2	112
tt1491853	2.4	7
tt1491935	4.9	215
tt1491938	3.7	300
tt14919774	7.6	93
tt1493384	6.2	8
tt1494058	4.7	664
tt1500475	5.2	207
tt1500550	6.8	202
tt1500570	3.5	3059
tt1500910	6.9	3228
tt15011994	8.1	8
tt15036792	4.7	7
tt1506099	7.5	84
tt15079796	4.2	34
tt15079894	7.8	10
tt15079914	7.9	46
tt15095986	7.8	7
tt1509677	7.2	3162
tt15138426	6.7	27
tt15138496	5.5	311
tt15156682	6.8	183
tt15170390	8.8	8
tt15180054	6.9	8
tt1518344	7.1	389
tt1518455	8.7	133
tt15187698	2.4	25
tt1519943	7.1	15
tt1520072	6.2	18
tt1520605	6.4	697
tt15215864	7.6	63
tt15234990	5.2	295
tt1525927	8.3	69
tt15262422	9.3	59
tt15274706	7.0	33
tt1527854	7.5	65
tt1527913	8.0	30
tt1528406	7.9	29984
tt1532138	7.2	6
tt15327408	7.5	10
tt1533783	6.2	459
tt15346198	3.4	19
tt1536749	6.2	1090
tt15374794	7.6	131
tt15376494	4.2	10
tt15383132	4.0	199
tt15415556	8.3	27
tt1542583	3.8	18
tt1542802	5.7	20
tt15469110	7.0	5
tt15472028	7.5	63
tt1548331	7.1	164
tt15490038	8.3	4903
tt15499568	7.0	18
tt15508050	9.1	133
tt15509668	6.6	34
tt1555761	8.2	28
tt1556772	8.3	28
tt1561755	8.2	96908
tt1567432	7.7	169780
tt1569097	7.8	844
tt1570512	5.3	118
tt1570540	6.2	17
tt1571057	7.3	28
tt1572209	6.2	31
tt1573614	6.9	7
tt1576767	6.8	105
tt1577139	7.0	12
tt1577502	7.2	114
tt15792092	6.8	72
tt15792120	2.9	41
tt15801814	5.7	13
tt1580495	7.3	31
tt1581071	5.4	670
tt15866910	6.2	12
tt1587694	7.1	5381
tt1591173	6.7	102
tt1592812	7.5	2067
tt1593391	5.6	117
tt1595056	8.2	15
tt1597396	7.2	494
tt15988702	7.2	183
tt1599465	5.3	34
tt1601069	5.1	30
tt1608806	6.4	42
tt16101712	7.4	141
tt1613624	5.1	9
tt1615663	8.2	2560
tt16163004	5.7	11
tt16164394	5.1	87
tt1632707	6.4	68
tt1635327	7.5	9647
tt1636189	5.2	10
tt1637574	8.2	25249
tt16375896	7.0	89
tt16409704	7.4	8
tt1642495	7.8	65
tt16479376	9.0	15
tt16491384	9.0	14
tt1650527	7.7	2568
tt16529212	7.3	8
tt1653971	3.6	10
tt16550626	7.0	42
tt1655894	6.3	48
tt1659018	7.3	42
tt1659175	8.1	9339
tt1660870	6.1	25
tt16636212	5.1	263
tt1685078	7.5	285
tt1686987	8.1	14
tt16897958	7.7	9
tt1695352	3.0	208
tt1699208	8.1	205
tt16993974	7.2	6
tt1699748	8.3	57459
tt1699756	6.7	48
tt1700448	7.3	281
tt17022916	9.3	9
tt17042966	8.8	66
tt17043230	6.3	13156
tt1705096	6.7	671
tt17065486	5.6	131
tt17072934	8.2	24
tt1708446	8.2	13846
tt1714810	5.4	2233
tt17156374	5.8	7
tt17221322	7.4	8
tt1724451	7.3	63
tt1725140	7.8	312
tt1726832	4.9	19
tt1727829	8.7	3386
tt17291938	7.3	16
tt1730630	6.7	11
tt17323464	5.8	44
tt1736093	7.3	89
tt1737565	3.1	2351
tt1737792	6.5	18
tt1739296	4.4	61
tt1743990	8.8	2132
tt1744867	5.8	31
tt1745739	8.7	3004
tt1746642	3.6	146
tt1748418	7.5	206
tt17493716	8.6	40
tt1751105	7.7	23967
tt1752021	6.7	21
tt17524490	7.7	93
tt1752508	6.6	691
tt1759761	8.4	67551
tt1761449	7.0	408
tt17640474	3.9	9
tt1765083	8.9	37
tt1778172	6.8	44
tt1779614	7.5	15
tt1787215	7.7	55
tt1790939	8.6	319
tt1793609	7.7	11
tt1796776	5.5	253
tt1797660	8.5	8
tt1798956	6.2	29
tt1799485	8.0	146
tt1800864	7.2	5745
tt18069512	7.8	206
tt1807475	8.7	13
tt1808713	4.1	32
tt1808989	3.8	577
tt1809909	2.7	690
tt1818055	4.2	14
tt1820166	6.3	7835
tt18217786	8.6	13
tt18234982	7.6	16
tt18239116	5.7	7
tt1825237	8.5	278
tt18295894	6.5	14
tt1831897	4.6	316
tt1831947	8.6	150
tt18336136	6.2	14
tt18363546	5.6	146
tt1836386	8.1	38
tt1839337	6.5	13708
tt1840674	6.8	21
tt18412104	6.7	909
tt1842561	4.9	137
tt1842718	6.8	39
tt1844130	8.1	120
tt18469968	4.4	9
tt1847905	5.5	339
tt1848153	6.3	41
tt1849249	7.4	401
tt1850596	7.7	1657
tt18562110	8.3	138
tt1857431	8.3	276
tt1858042	9.7	10
tt1859289	5.2	292
tt1861510	6.0	691
tt1863662	6.9	18
tt1863965	7.8	71
tt1863997	3.2	2076
tt1868674	9.2	11
tt1868745	4.4	899
tt1871111	8.2	1708
tt1875285	9.3	22
tt1877368	8.6	14053
tt1878538	7.3	621
tt1880454	7.5	23
tt1882559	7.4	68
tt1882735	5.9	80
tt1894749	3.9	13
tt1895103	4.9	44
tt18973944	9.8	18
tt1905361	7.6	343
tt1908423	5.9	89
tt1909015	8.9	28021
tt1921518	7.8	1682
tt1923950	5.4	99
tt1925784	7.0	115
tt19263906	2.3	55
tt1927826	2.7	296
tt1928912	6.7	16
tt1932099	8.2	294
tt1932308	7.6	570
tt1932345	7.0	43
tt1933866	6.6	22
tt1934806	1.1	1865
tt1943994	4.9	15
tt19512122	7.5	77
tt1955937	6.1	60
tt19638434	7.9	40
tt19712396	8.5	66
tt19756810	6.2	29
tt19798392	7.5	7
tt1981471	5.9	1557
tt1981558	8.3	27291
tt19817952	7.6	32
tt19865932	7.8	15
tt19870412	7.4	886
tt19873426	8.1	18
tt1988246	8.3	58
tt19897990	6.0	99
tt1990663	7.0	29
tt2000287	9.1	22
tt20043252	4.5	9
tt2005302	7.8	41
tt2009083	7.8	57
tt2012450	6.2	21
tt20244430	6.6	695
tt2024922	4.9	10694
tt20259190	5.7	287
tt20319230	6.9	63
tt2034305	5.4	54
tt2037273	8.1	835
tt20450274	7.7	8
tt20453950	7.7	55
tt2049323	6.1	1340
tt2050066	7.9	24
tt2051662	6.9	203
tt2053650	2.0	424
tt20565684	7.7	15
tt2057880	5.6	950
tt2058498	1.3	137
tt2059823	8.1	202
tt2061165	8.2	3787
tt2062778	6.9	100
tt2062925	5.4	149
tt2064523	7.9	63
tt2070564	5.5	2407
tt2071236	5.3	995
tt20752490	9.0	8
tt2077192	5.9	277
tt2079265	4.0	89
tt2084665	5.2	89
tt20867578	8.4	21
tt2089467	7.2	3699
tt2091523	2.7	136
tt2091642	4.4	114
tt2094533	8.7	196
tt2098220	9.0	157670
tt2102736	8.3	13
tt21029768	7.3	14
tt21034446	8.6	69
tt2110633	7.1	21
tt2113273	5.8	80
tt2114723	7.0	11
tt21159042	5.5	14
tt2117468	7.7	35
tt2119183	5.1	283
tt21193634	7.3	43
tt21216406	6.9	48
tt21230690	6.4	11
tt21243416	9.7	6
tt21301278	8.3	1992
tt2132844	5.3	284
tt2133559	8.6	7
tt21357702	8.4	28
tt21357988	7.0	39
tt2138753	5.4	10
tt2139316	7.9	15
tt21397968	7.8	45
tt21411692	8.4	31
tt21415948	4.6	13
tt21416878	7.2	10
tt21431606	6.1	10
tt2146563	8.0	45
tt21474440	6.1	9
tt2147632	3.7	1460
tt2148040	6.8	13
tt2148152	7.6	30
tt2150202	7.3	569
tt2154395	3.9	60
tt2155153	2.4	159
tt21603472	7.3	16
tt2161031	8.1	27
tt2161695	6.8	135
tt21618312	8.4	15
tt2163227	4.7	740
tt21652514	8.3	1746
tt2167911	5.1	36
tt2168474	6.9	17
tt2170419	8.3	14
tt2170693	5.5	42
tt2173020	7.8	32
tt21810830	8.6	21
tt2181460	7.5	1278
tt21832302	8.2	60
tt21838440	8.2	35
tt21867362	6.5	201
tt2187358	8.5	54
tt2190124	5.4	53
tt2190581	5.0	91
tt21907668	7.3	10
tt21936136	5.9	137
tt21939696	5.9	316
tt2194408	7.2	79
tt2195211	8.5	9
tt21979642	6.7	54
tt2198375	8.7	36
tt21994550	8.8	10
tt22035106	6.1	14
tt22071890	5.6	11
tt2215842	7.8	16159
tt22242118	7.3	299
tt2229470	3.4	61
tt2231696	5.3	535
tt22325164	7.0	395
tt2234701	7.7	1663
tt22375838	7.0	6
tt2243101	6.2	24
tt2243286	7.3	79
tt2243330	5.8	13
tt2247150	6.9	196
tt2254566	5.6	122
tt2255102	8.8	266
tt2258972	5.0	8
tt2262795	6.8	85
tt2265000	6.6	297
tt22682764	7.9	661
tt22693974	6.3	839
tt22696252	2.6	32
tt2272601	7.2	54
tt2276555	5.9	64
tt22797712	7.4	191
tt2284111	7.7	10
tt2284660	5.4	8
tt22869606	5.6	220
tt2288243	7.9	15
tt2289427	8.0	84
tt2289543	7.8	166
tt2298477	6.2	4902
tt2300437	1.5	202
tt2301643	7.6	758
tt23025716	8.3	22
tt2311336	4.9	399
tt23146266	7.6	30
tt23150904	7.3	232
tt2317838	8.7	2368
tt2324525	7.2	308
tt2330549	5.0	962
tt23318830	7.8	11
tt2334429	5.2	928
tt2337285	7.0	64
tt2338232	6.5	5489
tt2341427	5.9	333
tt2342455	6.7	33
tt2343562	7.5	79
tt2359772	7.3	70
tt2360934	6.6	155
tt2361025	6.7	40
tt2361632	6.1	114
tt2361796	6.4	21
tt2364308	6.4	86
tt2366871	7.2	967
tt2368578	8.0	56
tt2371873	7.1	141
tt2372755	7.5	382
tt23743436	6.8	98
tt23782844	8.4	79
tt23787988	9.2	80
tt23793628	7.2	21
tt2380710	4.7	405
tt2382271	7.9	17
tt2383386	6.3	31
tt2389428	8.1	39
tt2390066	6.1	128
tt2394140	5.4	512
tt2399993	5.7	139
tt2403201	8.9	4907
tt2409866	6.9	25
tt2414814	4.8	12
tt24176088	9.6	47
tt2420040	8.9	37
tt2425430	8.2	31
tt2431976	6.6	6
tt2432640	7.4	149
tt2444272	7.7	11
tt2446208	6.1	53
tt2448896	4.8	21
tt2449026	8.0	535
tt2450290	6.1	99
tt2454448	7.6	267
tt2459938	5.7	12
tt2467372	8.4	388723
tt2468750	5.7	8
tt2486736	7.2	149
tt2487090	5.7	12663
tt24973048	5.2	15
tt2523546	7.4	7
tt2524936	6.6	12
tt2527184	5.1	19
tt2538744	3.6	80
tt2555006	6.2	12
tt2563482	3.1	289
tt2569058	7.6	351
tt2570866	4.3	1799
tt2575614	9.1	75
tt2583628	2.2	7
tt2583852	5.0	30
tt2586830	8.1	20
tt2592038	8.4	100
tt2593254	5.6	56
tt2601566	7.5	63
tt2604124	5.8	113
tt2609822	1.9	192
tt2610118	6.0	5
tt2621006	7.1	34
tt2621722	7.8	1880
tt2630718	7.0	89
tt26345201	7.7	23
tt2646116	8.7	17
tt2649670	8.3	233
tt2650282	6.4	3440
tt26542713	9.1	14
tt26597275	8.4	20
tt26672079	7.0	6
tt26695231	6.0	49
tt26695893	8.2	5
tt2676718	7.2	48
tt2676802	6.9	110
tt26770445	4.5	141
tt26896547	4.5	43
tt26896992	9.4	12
tt26935969	9.1	11
tt2699218	6.0	10
tt27095392	7.4	28
tt27114042	6.0	55
tt27121219	6.3	16
tt27123271	7.5	150
tt27146730	7.7	6
tt27157669	7.4	10
tt27159524	5.3	30
tt27161705	5.7	1558
tt27193225	8.0	901
tt27194652	7.8	132
tt27208109	9.5	35
tt2724378	8.3	13
tt2726396	8.4	8
tt2734004	5.4	343
tt27433230	8.5	12
tt27579188	10.0	17
tt2759376	8.8	12
tt27619784	6.1	140
tt2762330	7.4	3126
tt2762564	6.4	148
tt27633077	7.0	27
tt27673838	6.0	31
tt27685226	6.5	200
tt2768946	9.2	7
tt27705135	6.8	6
tt27722982	7.0	40
tt27727527	6.8	1040
tt27817466	5.9	36
tt27843828	6.4	2061
tt27843902	6.8	61
tt2784810	5.4	372
tt2787190	8.3	1438
tt2787868	9.0	21
tt2793136	8.1	538
tt27938962	8.4	7
tt27954677	6.7	15
tt2799160	7.2	19
tt27993832	5.3	11
tt28080139	8.6	6
tt2810310	8.4	2032
tt28132706	2.0	38
tt28141548	2.6	44
tt28181768	6.6	7
tt28254942	5.4	519
tt28256830	6.5	12
tt28288752	7.1	38
tt28313343	7.8	156
tt2832790	8.9	69
tt28364262	7.2	6
tt28365329	8.3	23
tt28378443	6.9	65
tt2838570	7.9	24
tt28400615	6.6	16
tt28521741	6.9	1029
tt2855296	6.5	37
tt28569564	7.6	33
tt28651453	8.1	162
tt2874494	6.6	456
tt2876418	4.4	65
tt2878232	3.1	130
tt28802629	8.7	7
tt2882378	8.1	12
tt28965079	7.9	18
tt29041498	7.8	36
tt2904418	7.3	3844
tt2907906	9.4	10
tt2911274	8.4	7
tt29153100	6.3	78
tt2919910	8.4	10053
tt29248187	7.0	6
tt29266787	6.9	19
tt29319236	6.0	178
tt2939026	5.8	731
tt29420514	9.4	10
tt29425846	6.8	7
tt2949512	5.9	8
tt29512692	2.5	10
tt29539780	10.0	7
tt29552470	4.7	33
tt29598192	3.3	12
tt2968732	5.7	10
tt2970718	5.2	23
tt2976010	6.2	512
tt2987760	9.0	11
tt29893969	6.5	48
tt3004376	4.6	1515
tt3004580	7.3	25
tt3007892	8.4	35
tt3008594	5.5	222
tt30135335	9.1	11
tt3014394	5.4	36
tt3014552	7.1	11
tt3014824	7.9	39
tt30224310	7.3	32
tt3029990	7.5	15
tt30396939	7.0	421
tt30421302	6.2	121
tt30423084	8.5	14
tt30461388	4.7	81
tt30516704	3.3	7
tt3055186	7.3	1362
tt3056900	5.5	78
tt3067206	8.0	415
tt30761863	6.3	135
tt30819963	7.7	44
tt30819996	6.5	7
tt30843493	7.3	8
tt30868630	9.1	19
tt30923187	9.2	16
tt30946392	7.7	10
tt3097134	3.3	78
tt30971874	7.3	11
tt3097772	4.1	146
tt3106642	8.8	59
tt31188303	8.4	30
tt31248549	4.1	17
tt3138940	6.6	8
tt3139330	7.2	1728
tt3141676	7.5	267
tt31556446	6.4	5
tt31614132	4.4	9
tt31621012	7.2	9
tt3168236	5.7	10
tt31709827	8.8	6
tt31787388	5.6	12
tt31811424	6.3	147
tt3182586	8.9	11
tt3184288	6.0	21
tt3185588	7.0	16
tt31867638	8.3	78
tt3207686	5.2	21
tt32122758	4.2	32
tt3213376	7.2	165
tt3215226	8.6	139
tt32245089	7.7	44
tt32275353	6.0	11
tt3228960	4.2	428
tt3230032	6.5	69
tt32332138	8.4	22
tt32338364	6.7	6
tt3234110	5.0	139
tt3242388	5.2	76
tt3244714	6.8	80
tt32544588	2.2	284
tt3254564	7.4	9
tt32561715	7.8	129
tt32590226	8.9	864
tt32658697	2.7	161
tt3266588	8.5	13
tt32792180	8.4	17
tt32808948	8.1	7
tt3283828	7.5	31
tt3286728	7.8	1446
tt32869199	5.2	417
tt3319126	2.8	15
tt33257352	9.3	10
tt33310442	8.4	51
tt33347749	9.2	11
tt3335062	7.0	28
tt3345858	6.7	66
tt33476731	7.0	15
tt33503513	7.6	41
tt33668940	5.2	17
tt3369008	7.6	89
tt3379120	8.3	23
tt34006487	3.6	14
tt34057932	7.7	11
tt34126563	8.0	126
tt3416422	4.1	28
tt3418252	8.0	437
tt34248957	6.6	32
tt3426342	5.9	1204
tt3430936	3.5	269
tt3444938	7.0	19491
tt34548028	4.4	5
tt3455222	4.6	54
tt3456134	6.4	12
tt34625071	8.0	6
tt3463348	7.5	229
tt34721650	4.2	9
tt34722143	7.8	35
tt34724667	5.6	5
tt3472546	6.8	9
tt3476524	7.4	34
tt34792529	8.5	6
tt3491320	5.0	8
tt34961708	7.5	40
tt3499670	6.8	269
tt3499828	5.0	7
tt3499856	3.1	40
tt3503424	2.4	428
tt3504148	5.2	13
tt3506320	6.7	67
tt35067861	5.7	46
tt3515512	7.2	3192
tt3519870	6.5	269
tt35445392	6.8	20
tt3550682	8.0	1332
tt3555564	5.3	12
tt35566952	5.8	6
tt3562462	5.4	188
tt35837956	4.3	27
tt3589436	7.8	16
tt3591138	2.8	994
tt3594220	6.9	974
tt3601886	4.9	143
tt3608508	4.4	90
tt3612488	6.3	698
tt3622998	6.3	173
tt3638286	8.5	52
tt3644198	3.0	822
tt3649804	8.8	95
tt3651112	6.6	21
tt3651388	7.8	28
tt3651534	4.1	45
tt3672590	6.6	122
tt3681794	5.0	3061
tt3682524	8.1	1042
tt3688530	4.9	2432
tt3695158	4.9	331
tt3699744	7.6	16
tt3709366	6.9	45
tt3728992	5.7	8
tt3776548	7.7	39
tt3777146	8.5	115
tt3838256	3.2	21
tt3842656	6.6	165
tt3846342	8.0	35
tt3849300	4.9	12
tt3855304	5.1	16
tt3871822	7.2	649
tt3883040	8.4	12
tt3886214	7.3	103
tt3890300	6.3	22
tt3904084	7.5	128
tt3906716	5.5	589
tt3911870	3.1	1815
tt3918904	6.2	8
tt3918942	8.2	35
tt3919358	8.9	102
tt3947934	6.1	85
tt3949900	3.7	36
tt3953642	5.0	381
tt3977910	6.6	80
tt3983454	7.6	24
tt3983740	8.3	55
tt3993252	6.7	52
tt3996530	7.6	91
tt4008954	8.3	8
tt4016032	7.9	20
tt4017986	7.4	674
tt4034410	5.6	46
tt4067972	8.5	63
tt4068834	2.6	377
tt4074786	7.1	17
tt4096540	6.9	103
tt4112048	6.7	6
tt4118584	7.0	11349
tt4142084	7.4	12
tt4146340	8.9	191
tt4148744	5.3	1719
tt4151188	6.6	25
tt4202558	4.8	44
tt4209386	4.2	80
tt4210188	8.4	8
tt4223864	2.7	35
tt4229076	7.8	32
tt4229222	5.3	31
tt4229608	6.4	45
tt4231008	3.6	8
tt4234518	5.1	28
tt4264964	6.2	814
tt4265410	5.8	52
tt4267270	7.0	98
tt4275216	3.9	33
tt4280606	5.6	11180
tt4304908	8.3	55
tt4312150	7.6	420
tt4322056	5.5	378
tt4338684	9.5	399
tt4351710	2.9	202
tt4353976	7.1	330
tt4362342	6.3	430
tt4364358	5.5	31
tt4364478	5.6	35
tt4381512	7.0	64
tt4396862	7.1	12839
tt4407996	7.6	100
tt4417412	6.8	126
tt4420544	6.4	36
tt4429344	7.8	48
tt4432300	6.4	74
tt4469212	7.3	45
tt4469214	4.5	144
tt4477976	7.9	75539
tt4483556	7.3	41
tt4486954	8.2	32
tt4493582	5.3	11
tt4514526	7.4	42
tt4522064	7.3	15
tt4546568	8.6	279
tt4550086	7.4	52
tt4557996	9.2	94
tt4567010	6.9	2480
tt4588620	3.7	95
tt4612374	4.4	19
tt4643588	8.2	524
tt4648716	4.8	49
tt4649174	7.2	81
tt4653374	8.2	330
tt4662064	7.2	2117
tt4674646	7.9	820
tt4674836	7.0	9
tt4680240	8.2	6500
tt4680360	6.7	108
tt4685658	7.6	8
tt4695428	6.6	15
tt4699262	5.3	35
tt4702408	5.4	29
tt4707200	9.0	8
tt4709678	3.9	31
tt4711266	3.9	16
tt4719744	8.2	3487
tt4728244	7.6	134
tt4745726	2.3	713
tt4770018	5.3	5007
tt4771108	5.9	1470
tt4799454	3.9	96
tt4799472	3.1	40
tt4816922	4.4	42
tt4823626	6.8	38
tt4841390	5.0	133
tt4845206	7.9	211
tt4850566	6.1	9
tt4853622	6.4	15
tt4857508	5.8	278
tt4863852	7.6	81
tt4870996	8.3	22
tt4888246	7.8	302
tt4911710	4.4	28
tt4942278	4.8	9
tt4948242	7.2	6
tt4956952	3.8	24
tt4960120	8.7	11
tt4964258	7.7	34
tt4964438	8.3	20
tt4964564	7.2	85
tt4968034	6.1	8
tt4979804	5.7	97
tt4980876	7.6	57
tt4986278	6.7	310
tt4991910	7.7	959
tt5020080	7.2	133
tt5028636	7.1	74
tt5039096	7.7	56
tt5052884	9.0	27
tt5057752	5.9	129
tt5073524	5.5	34
tt5097258	7.3	68
tt5109144	7.3	76
tt5117114	6.4	14
tt5132162	7.7	7
tt5139360	6.4	162
tt5147074	8.2	191
tt5154902	5.4	12
tt5156110	8.4	20
tt5156964	6.0	10
tt5161468	6.9	8
tt5170098	4.3	7
tt5180494	8.2	59
tt5205196	6.6	8
tt5205252	8.6	7
tt5207256	9.3	9
tt5209414	6.6	193
tt5220612	8.3	15
tt5236232	9.2	7
tt5236276	6.3	81
tt5247622	8.1	586
tt5268442	8.2	8
tt5278426	8.1	141
tt5281914	5.5	27
tt5282286	7.9	91
tt5292408	6.8	22
tt5297548	7.0	144
tt5300132	8.3	19
tt5321476	6.9	11
tt5359500	9.1	10
tt5360812	8.3	7
tt5376982	9.3	7
tt5419220	6.3	123
tt5431570	8.0	8
tt5452200	6.1	76
tt5466656	6.8	22
tt5467444	8.5	51
tt5478804	8.5	88
tt5481102	8.6	13
tt5495778	7.4	76
tt5533398	7.0	52
tt5535988	5.7	29
tt5556434	8.4	1087
